Filename,locations,Answer_Probabilities,Most_Frequent_Answer
PDLS0070_O_D468JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/7f3edd99-2c8d-4724-81b7-212b5454d07b.png,{'male': 1.0},male
PDLS0072_D466JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/06dc6941-d8ce-47a3-b010-cfabc3c04a6b.jpeg,"{'female': 0.558, 'both': 0.288, 'sterile': 0.096, 'not sure': 0.029, 'male': 0.029}",female
PDLS0072_D466JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/dafde8a0-ed89-41f3-80c3-c5c88a341ea1.jpeg,"{'male': 0.063, 'female': 0.771, 'not sure': 0.031, 'both': 0.115, 'sterile': 0.021}",female
PDLS0072_D466JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/085f0720-6931-45e4-bc26-09d511e992f5.jpeg,"{'not sure': 0.093, 'sterile': 0.519, 'male': 0.25, 'female': 0.111, 'both': 0.028}",sterile
PDLS0072AH_D466JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/4d3e4646-8589-4b0c-8ecd-1f2b676a3996.png,"{'sterile': 0.6, 'male': 0.2, 'not sure': 0.1, 'female': 0.1}",sterile
PDLS0072AH_D466JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/8d7d2059-118c-45c6-bd19-0c2663e4564e.png,"{'female': 0.6, 'both': 0.4}",female
PDLS0072AK_D442JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/d15d2ebc-6aa2-4a66-ae04-24f7d9d7f345.png,{'sterile': 1.0},sterile
PDLS0072AK_D442JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/bf16e84a-96e1-4d05-8807-30dc6301afd4.png,{'sterile': 1.0},sterile
PDLS0073JJPEG.png,https://panoptes-uploads.zooniverse.org/subject_location/f2702325-e899-444a-874f-f99b1d656ba9.png,{'sterile': 1.0},sterile
PDLS0073KJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/58febca3-0974-45e5-bdb1-e43e70774112.png,"{'sterile': 0.7, 'female': 0.1, 'not sure': 0.1, 'male': 0.1}",sterile
PDLS0073KJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/c3df4de7-1a26-4c19-99a1-71df42d5069e.png,{'sterile': 1.0},sterile
PDLS0073KJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/4b9e9ffd-690f-41a4-a1ee-c357933f737b.png,"{'sterile': 0.8, 'male': 0.1, 'not sure': 0.1}",sterile
PDLS0078FJPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/5d6f87ec-f082-4b5e-ace5-cf921b5660da.jpeg,"{'sterile': 0.897, 'not sure': 0.062, 'female': 0.01, 'male': 0.021, 'both': 0.01}",sterile
PDLS0078FJPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/996f5546-b763-4e9d-a592-98e1ac907135.jpeg,"{'sterile': 0.806, 'not sure': 0.112, 'female': 0.061, 'male': 0.02}",sterile
PDLS0078FJPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c2272acd-c8cd-4594-a12a-426cc0f342d6.jpeg,"{'sterile': 0.828, 'not sure': 0.075, 'female': 0.065, 'male': 0.032}",sterile
PDLS0085BJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/787cfb72-306e-43ac-b8e8-7c3fbe6ccc1b.png,"{'both': 0.2, 'male': 0.4, 'not sure': 0.2, 'sterile': 0.1, 'female': 0.1}",male
PDLS0085BJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/680a417a-4b14-49c3-9324-e697cd8a7bab.png,"{'both': 0.8, 'male': 0.1, 'not sure': 0.1}",both
PDLS0086_D444JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d92ed08a-ac54-4651-ac3c-596660b71ace.jpeg,"{'sterile': 0.757, 'not sure': 0.117, 'male': 0.068, 'both': 0.019, 'female': 0.039}",sterile
PDLS0086_D444JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/16e6e1e1-32c2-4ca8-9e96-f16d5f8e7683.jpeg,"{'female': 0.6, 'both': 0.164, 'sterile': 0.073, 'male': 0.118, 'not sure': 0.045}",female
PDLS0087_D446JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6384ef46-ebb6-4533-a2da-7ddbf043d59c.jpeg,"{'male': 0.243, 'sterile': 0.568, 'not sure': 0.09, 'female': 0.036, 'both': 0.063}",sterile
PDLS0087_D446JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1d02a012-c5db-404a-bf60-96abb46b5182.jpeg,"{'sterile': 0.709, 'not sure': 0.136, 'male': 0.087, 'female': 0.049, 'both': 0.019}",sterile
PDLS0087_D446JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4d0e7a26-8d56-4dab-9307-93ba884d5468.jpeg,"{'sterile': 0.505, 'male': 0.165, 'not sure': 0.194, 'female': 0.058, 'both': 0.078}",sterile
PDLS0087_D446JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/25ce7e03-c451-414a-be08-1a86fa02a32e.jpeg,"{'not sure': 0.172, 'sterile': 0.529, 'male': 0.184, 'female': 0.057, 'both': 0.057}",sterile
PDLS0087_D466JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b037aa2f-5a2f-4db1-8898-8c0e3c4b3f25.jpeg,"{'male': 0.845, 'sterile': 0.018, 'not sure': 0.045, 'female': 0.045, 'both': 0.045}",male
PDLS0087_D466JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7bcb9725-0be5-4fc3-ac5f-848bfc7c6877.jpeg,"{'male': 0.712, 'not sure': 0.09, 'sterile': 0.09, 'female': 0.072, 'both': 0.036}",male
PDLS0087_D466JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/052771ae-54d0-4ee2-baf2-2b2641702da8.jpeg,"{'sterile': 0.821, 'male': 0.054, 'not sure': 0.08, 'female': 0.036, 'both': 0.009}",sterile
PDLS0087_D466JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b7dc5503-638c-46e0-bd38-92db234be86f.jpeg,"{'sterile': 0.845, 'not sure': 0.068, 'male': 0.049, 'female': 0.029, 'both': 0.01}",sterile
PDLS0087_D466JPEG(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ea05adf7-b5b1-4843-9439-b5fc6e50a876.jpeg,"{'male': 0.729, 'sterile': 0.056, 'not sure': 0.112, 'both': 0.084, 'female': 0.019}",male
PDLS0087H_D466JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/49544ca4-d437-4525-9c58-7f92869d5b60.png,"{'male': 0.9, 'female': 0.1}",male
PDLS0087H_D466JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/af0ea7b0-7614-4dd5-bf46-c6135cbe3ea3.png,"{'female': 0.1, 'sterile': 0.8, 'not sure': 0.1}",sterile
PDLS0087J_D446JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/2ca62834-9373-4c91-9cd9-5190528582ca.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS0087J_D446JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/9d6ea5e7-c4b0-47ea-b580-784ce4798cd1.png,"{'sterile': 0.583, 'male': 0.333, 'female': 0.083}",sterile
PDLS0088A_D447JPEG.png,https://panoptes-uploads.zooniverse.org/subject_location/b59ca7e1-2871-45bf-a07c-10b9651648c1.png,"{'female': 0.8, 'sterile': 0.2}",female
PDLS009DPJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/6d39af8a-3d7f-4f65-87b4-2d80964989c1.png,"{'male': 0.7, 'not sure': 0.2, 'sterile': 0.1}",male
PDLS009DPJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/dfd299e8-4b6f-4553-a73c-1e4c6d2220a7.png,"{'sterile': 0.9, 'female': 0.1}",sterile
PDLS009DPJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/438931d9-3b2e-43df-a155-ca59324b0eb6.png,"{'male': 0.8, 'not sure': 0.1, 'sterile': 0.1}",male
PDLS01116_DF223JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/eec37077-52fc-492b-b94d-cd25778322d4.jpeg,"{'female': 0.636, 'male': 0.192, 'not sure': 0.101, 'sterile': 0.051, 'both': 0.02}",female
PDLS01116_DF223JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/465a70c6-70a1-4a23-95d5-101316de99e8.jpeg,"{'male': 0.272, 'female': 0.553, 'not sure': 0.117, 'sterile': 0.029, 'both': 0.029}",female
PDLS01116_DF223JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/964f80b0-8383-4d81-80fa-e6498eab6fba.jpeg,"{'sterile': 0.803, 'not sure': 0.158, 'both': 0.013, 'male': 0.026}",sterile
PDLS01116_DF223JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/629d0f5e-c458-4001-982f-3b9254e55096.jpeg,"{'sterile': 0.841, 'not sure': 0.101, 'male': 0.043, 'female': 0.014}",sterile
PDLS01116_DF223JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c7973c93-895b-41aa-b8cd-e407189d38f0.jpeg,"{'sterile': 0.785, 'not sure': 0.138, 'female': 0.046, 'both': 0.015, 'male': 0.015}",sterile
PDLS01116_DF223JPEG_cropped_resized(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9c4f0a4e-9f31-4ee4-91e4-3aece23e3012.jpeg,"{'both': 0.178, 'male': 0.63, 'sterile': 0.014, 'not sure': 0.041, 'female': 0.137}",male
PDLS01116_DF223JPEG_cropped_resized(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/03fe7afa-4981-413f-a6e0-7137296e1ea2.jpeg,"{'sterile': 0.477, 'not sure': 0.138, 'female': 0.277, 'both': 0.046, 'male': 0.062}",sterile
PDLS01116_DF223JPEG_cropped_resized(h).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8ea4e296-091c-4f47-ab02-85280ed8c81b.jpeg,"{'not sure': 0.182, 'sterile': 0.742, 'male': 0.045, 'female': 0.03}",sterile
PDLS01116_DF223JPEG_cropped_resized(i).jpg,https://panoptes-uploads.zooniverse.org/subject_location/16cb2979-a0a3-4331-a8db-061740bc1469.jpeg,"{'not sure': 0.239, 'sterile': 0.62, 'female': 0.07, 'both': 0.042, 'male': 0.028}",sterile
PDLS01116_DF223JPEG_cropped_resized(j).jpg,https://panoptes-uploads.zooniverse.org/subject_location/efb5914c-bbf4-4f71-8a06-d1f3b1ec68be.jpeg,"{'sterile': 0.786, 'not sure': 0.1, 'female': 0.1, 'male': 0.014}",sterile
PDLS01116_DF223JPEG_cropped_resized(k).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d5574743-be2b-4a51-b4a1-a0487cc4f67c.jpeg,"{'male': 0.301, 'both': 0.37, 'female': 0.288, 'not sure': 0.041}",both
PDLS01116_DF223JPEG_cropped_resized(l).jpg,https://panoptes-uploads.zooniverse.org/subject_location/71e7caf3-3d3a-4745-9bea-2410890a5ca8.jpeg,"{'sterile': 0.922, 'not sure': 0.031, 'female': 0.016, 'male': 0.031}",sterile
PDLS04171EJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/4be26320-aed1-4400-8ccc-1b99bf82d3b9.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS04171EJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/4897ef64-8a07-4813-bb66-b0b0f59d2405.png,"{'sterile': 0.8, 'not sure': 0.2}",sterile
PDLS1038KJPEG_a.jpg,https://panoptes-uploads.zooniverse.org/subject_location/3666f232-1739-4086-b700-8631fd721135.jpeg,"{'sterile': 0.922, 'not sure': 0.063, 'female': 0.016}",sterile
PDLS1038KJPEG_b.jpg,https://panoptes-uploads.zooniverse.org/subject_location/1f5e1eef-1dd6-4139-85c0-f0d4e658c4e7.jpeg,"{'sterile': 0.927, 'not sure': 0.049, 'female': 0.024}",sterile
PDLS1042C2JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/f9e54da8-7d34-4157-a57c-c484c50e97b8.png,"{'not sure': 0.2, 'sterile': 0.8}",sterile
PDLS1042C2JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/c5779855-5d17-4ee8-9316-6e245271e503.png,{'sterile': 1.0},sterile
PDLS1042CJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/2644c856-c075-4d0c-ae31-c3d2576f3954.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS1048KJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/8d339af3-8683-4f63-8306-05f16699d567.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS99108AAJPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4caa06cf-cdaa-435b-a670-f8278f607846.jpeg,"{'female': 0.514, 'sterile': 0.042, 'male': 0.292, 'not sure': 0.125, 'both': 0.028}",female
PDLS99108AAJPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4bf2a819-2c64-459d-9ca9-31457bfe0305.jpeg,"{'sterile': 0.157, 'male': 0.443, 'not sure': 0.286, 'female': 0.071, 'both': 0.043}",male
PDLS99108AAJPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/dcb57075-bd67-48e2-af2f-446ff5fbb1e1.jpeg,"{'sterile': 0.708, 'male': 0.097, 'not sure': 0.139, 'both': 0.014, 'female': 0.042}",sterile
PDLS99128AJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/fc24b411-b655-40ad-a8df-cebd47b9eb09.png,"{'sterile': 0.9, 'male': 0.1}",sterile
PDLS99128AJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/9787ce2c-aacf-4709-a015-750bcfa3599d.png,"{'not sure': 0.3, 'sterile': 0.4, 'male': 0.3}",sterile
PDLS99128AJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/5462901c-a289-4151-b1e9-58a06f8fbffc.png,"{'male': 0.8, 'both': 0.1, 'female': 0.1}",male
PDLS99154HJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/67fa6161-a282-4c63-bca8-13871149931f.png,"{'female': 0.8, 'not sure': 0.1, 'sterile': 0.1}",female
PDLS99154HJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/2d9a5a0c-0afb-4a86-acd0-1f42975e61fe.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS99155AJPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7f1d96f5-9361-40a0-83ee-55b054914b3c.jpeg,"{'female': 0.173, 'sterile': 0.543, 'not sure': 0.247, 'male': 0.025, 'both': 0.012}",sterile
PDLS99155AJPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/93883a4c-b4f4-44b5-a9ff-7ca96e2e7ce2.jpeg,"{'not sure': 0.241, 'sterile': 0.675, 'male': 0.036, 'both': 0.012, 'female': 0.036}",sterile
PDLS99155AJPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/35d53560-e2af-4809-a56e-5d80ad2db0c1.jpeg,"{'sterile': 0.651, 'not sure': 0.244, 'female': 0.07, 'both': 0.012, 'male': 0.023}",sterile
PDLS99155AJPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c68a7bc8-5481-48d3-bad7-b3a14f89f211.jpeg,"{'not sure': 0.073, 'sterile': 0.756, 'female': 0.11, 'both': 0.024, 'male': 0.037}",sterile
PDLS99155AJPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4086f0f2-9bd8-484e-a608-f29dbb373768.jpeg,"{'male': 0.063, 'sterile': 0.712, 'not sure': 0.175, 'both': 0.013, 'female': 0.038}",sterile
PDLS99158CJPEG.png,https://panoptes-uploads.zooniverse.org/subject_location/bc57d45d-3bf2-4e8a-970c-7858058d19a1.png,"{'not sure': 0.2, 'sterile': 0.5, 'male': 0.3}",sterile
PDLS99161CJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/f679ada4-44c2-46ec-83aa-8ea4f0f5fab9.png,"{'sterile': 0.2, 'male': 0.1, 'both': 0.2, 'female': 0.2, 'not sure': 0.3}",not sure
PDLS99161CJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/c9399f53-88a8-4a00-b9e7-88d2ee505838.png,"{'not sure': 0.1, 'female': 0.9}",female
PDLS99163MJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/4821273e-7626-4c4f-b823-d9e67ba226d2.png,"{'male': 0.7, 'not sure': 0.2, 'both': 0.1}",male
PDLS99163MJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/be1f16ce-4887-4d08-8a24-de4acd893d0a.png,"{'male': 0.7, 'female': 0.1, 'not sure': 0.1, 'sterile': 0.1}",male
PDLS99166FJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/69a40d30-9e84-45ef-92b5-44b07a678a98.png,"{'sterile': 0.5, 'female': 0.1, 'not sure': 0.3, 'male': 0.1}",sterile
PDLS99166FJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/60d3267d-e4d6-4007-beb5-83f69a1a28c4.png,"{'sterile': 0.1, 'female': 0.8, 'male': 0.1}",female
PDLS99166FJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/d23973e4-29c8-40bf-b3d7-155559b310ed.png,"{'female': 0.9, 'both': 0.1}",female
PDLS99166HBJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/b3f01f96-ead7-45bb-854f-a97e8417f458.png,{'sterile': 1.0},sterile
PDLS99166HBJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/699ca4e4-3cb6-4e79-9791-c660bf78719e.png,"{'sterile': 0.9, 'female': 0.1}",sterile
PDLS99168BJPEG_cropped_resized.jpg,https://panoptes-uploads.zooniverse.org/subject_location/5b68bc9b-e361-4c42-b790-a7510962e010.jpeg,"{'sterile': 0.827, 'not sure': 0.099, 'male': 0.037, 'female': 0.025, 'both': 0.012}",sterile
PDLS99168FJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/e3f8a9c2-e2c4-4b52-adc0-4e54398740ce.png,"{'not sure': 0.2, 'sterile': 0.5, 'male': 0.2, 'both': 0.1}",sterile
PDLS99168FJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/1364b636-032b-49b8-9ae9-5876b6f305cd.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS99169AJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/e9431336-0697-461c-a508-0f4b7660773c.png,"{'male': 0.2, 'sterile': 0.7, 'not sure': 0.1}",sterile
PDLS99169AJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/799976d1-7dcc-46cd-ac89-6a48fdb28641.png,"{'sterile': 0.5, 'male': 0.4, 'not sure': 0.1}",sterile
PDLS99169CJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/4bba22ed-f4c3-4edf-acf8-b3c3e412d644.png,"{'not sure': 0.1, 'sterile': 0.9}",sterile
PDLS99169CJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/474aa1e3-10c2-433f-ab62-bcbfff2891a0.png,"{'male': 0.2, 'sterile': 0.7, 'not sure': 0.1}",sterile
PDLS99172BJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/451450a9-90b2-4078-ac2a-a8b3663b304d.png,{'sterile': 1.0},sterile
PDLS99172CJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/af282eb0-fbdb-4287-b384-38472c78d11d.png,"{'male': 0.7, 'not sure': 0.2, 'female': 0.1}",male
PDLS99172CJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/05a4baef-a9d7-48cd-a82b-9326d9dcbc8e.png,"{'male': 0.9, 'not sure': 0.1}",male
PDLS99172YJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/4041f3c4-9eb3-4aa1-9e55-6ff651079e26.png,{'sterile': 1.0},sterile
PDLS99172YJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/bb632941-d7c4-4cab-aee4-837f19f26f38.png,{'sterile': 1.0},sterile
PDLS99185BJPEG_a.jpg,https://panoptes-uploads.zooniverse.org/subject_location/8471ec6b-538a-4e89-b284-4d8a9ff039af.jpeg,"{'female': 0.892, 'male': 0.054, 'sterile': 0.027, 'not sure': 0.027}",female
PDLS99185BJPEG_b.jpg,https://panoptes-uploads.zooniverse.org/subject_location/fe36fe0e-c22a-422e-ba09-0c296143605c.jpeg,"{'sterile': 0.923, 'both': 0.026, 'male': 0.051}",sterile
PDLS99189NJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/eab5cd96-8822-48c8-b130-075db7ba5175.png,"{'female': 0.8, 'both': 0.2}",female
PDLS99189NJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/eaaef79f-b7ff-472b-9177-e32c89d7d5e7.png,"{'sterile': 0.5, 'male': 0.1, 'not sure': 0.4}",sterile
PDLS99189NJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/fcf35df4-fcb3-4a30-812c-3a049a467827.png,"{'female': 0.8, 'both': 0.2}",female
PDLS99195AJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/e1aef1c7-1b66-4f16-a294-7b3f5da4d51a.png,"{'male': 0.5, 'female': 0.4, 'both': 0.1}",male
PDLS99195AJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/b4613654-d588-4151-85b0-4a2927a2c872.png,"{'male': 0.6, 'both': 0.4}",male
PDLS9958DJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/9b1a8262-4dc4-4732-9d78-7d4fc5ad5d71.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS9958DJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/65e4f08a-6079-4246-9e95-ee0c044b0ce2.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
PDLS9961K_D508JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/66d4e9b2-8599-4103-bdbe-f13c6442bc9c.png,"{'sterile': 0.4, 'female': 0.3, 'male': 0.1, 'not sure': 0.2}",sterile
PDLS9961K_D508JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/fd4fc1d6-f02c-4b15-964b-2e56c1501f39.png,"{'sterile': 0.9, 'male': 0.1}",sterile
PDLS9977J_DF224JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/9b283cbd-03f0-4db5-8aa2-05a336155a09.png,"{'female': 0.7, 'both': 0.3}",female
PDLS9988CDJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/01b57a05-35e3-4d26-a628-05fd7e2748f3.png,"{'male': 0.3, 'sterile': 0.7}",sterile
PDLS9988CDJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/0290255e-d087-4f60-b92d-497ce42ceadf.png,"{'male': 0.7, 'not sure': 0.1, 'sterile': 0.2}",male
PDLS9988CDJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/41f99562-de3f-4b66-9cf5-79df04d46423.png,"{'male': 0.7, 'sterile': 0.3}",male
PDLS9996AJPEG_a.jpg,https://panoptes-uploads.zooniverse.org/subject_location/0660b3e0-a9ec-4fdf-a665-8e5120098d12.jpeg,"{'male': 0.128, 'sterile': 0.692, 'female': 0.077, 'not sure': 0.103}",sterile
PDLS9996AJPEG_b.jpg,https://panoptes-uploads.zooniverse.org/subject_location/10b9a436-a6c8-4f14-9c24-7bca2cee27b5.jpeg,"{'sterile': 0.844, 'not sure': 0.089, 'both': 0.044, 'female': 0.022}",sterile
PDLS9997FJPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/f567ea07-af54-4b92-8cc0-4e5020f8965b.png,{'sterile': 1.0},sterile
PDLS9997FJPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/ea881d20-0c0f-48ce-b03e-f5fcc0c7b21d.png,{'sterile': 1.0},sterile
PDLS9997FJPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/2d6e28a8-4426-4ffe-9515-3ef5c782f20f.png,"{'male': 0.1, 'sterile': 0.9}",sterile
PJDL11104_D334_D370JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/af52d24c-c531-4a77-a721-78e29871cfb0.png,{'sterile': 1.0},sterile
PJDL11104_D334_D370JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/05b3e853-e4d9-45b3-abe3-466c132c7bd2.png,"{'sterile': 0.8, 'male': 0.1, 'not sure': 0.1}",sterile
PJDL11104_D334_D370JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/9767b58d-be1c-48c3-8617-6b5c97db17d5.png,{'sterile': 1.0},sterile
Schuster67_6657JPEG.png,https://panoptes-uploads.zooniverse.org/subject_location/b09eea1f-5d28-4d45-b682-c3b17af34fd0.png,"{'sterile': 0.917, 'male': 0.083}",sterile
Shaw14612_D418JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/b5c4e440-2e2f-400b-a124-c4ac4ef43b7e.png,"{'both': 0.9, 'female': 0.1}",both
Shaw14612_D418JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/7395f9cc-224e-45e3-9d77-4bd412b283ed.png,"{'female': 0.2, 'sterile': 0.4, 'both': 0.1, 'not sure': 0.2, 'male': 0.1}",sterile
Shaw14860_D421JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/013efab8-95e4-4e86-a075-0037b5a440b0.png,"{'sterile': 0.9, 'not sure': 0.1}",sterile
Shaw14860_D421JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/75e862f9-d18f-4cae-a338-0ef1c0e3e3d5.png,"{'female': 0.3, 'both': 0.4, 'sterile': 0.1, 'male': 0.1, 'not sure': 0.1}",both
Shaw15154_D416JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/16f74a6e-598e-41fc-a376-abe37abb32b5.png,"{'female': 0.9, 'not sure': 0.1}",female
Shaw15154_D416JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/2734fb68-c098-4954-b8c5-8be68b9a7505.png,"{'sterile': 0.7, 'male': 0.2, 'not sure': 0.1}",sterile
Shaw15154_D416JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/f48efb05-8fc9-4626-957e-ab0f05885448.png,{'sterile': 1.0},sterile
Shaw15383_D426JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/4c4a2e31-270d-4c3b-9724-332e2bbf34ab.png,{'both': 1.0},both
Shaw15383_D426JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/91e622ea-ee4a-47ea-88dd-a293e6d71315.png,"{'both': 0.9, 'female': 0.1}",both
Shaw15383_D426JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/17470f34-fbc0-42d5-95c0-aff1c76007e3.png,"{'sterile': 0.9, 'female': 0.1}",sterile
Shaw15754_D405JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/aebc161e-b972-4927-a462-893f3a29a11e.jpeg,"{'female': 0.792, 'both': 0.208}",female
Shaw15754_D405JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d51d9a7c-f815-4ea3-8b07-48bda9187a44.jpeg,"{'male': 0.381, 'not sure': 0.19, 'female': 0.048, 'sterile': 0.095, 'both': 0.286}",male
